created_at,location,Capres,Tweet,Translation,Compound_Score,Sentiments
Sun Feb 04 23:55:44 +0000 2024,"Jawa Tengah, Indonesia",ganjar,gazzzpolll menang pasang ganjar mahfud,Gazzpoll wins with Mahfud's reward,0.8126,Positif
Sun Feb 04 23:55:44 +0000 2024,,ganjar,dukung penuh ganjar mahfud,Fully support Ganjar Mahfud,0.4576,Positif
Sun Feb 04 23:55:41 +0000 2024,,ganjar,salut ganjar nggak bicara ngepraktekin deket rakyat bener bener pimpin cinta,"salute reward for not talking, practice being close to people, really leading love",0.8473,Positif
Sun Feb 04 23:55:39 +0000 2024,,ganjar,semangat ganjar pranowo mahfud md,the spirit of Ganjar Pranowo Mahfud MD,0.1779,Positif
Sun Feb 04 23:55:34 +0000 2024,indonesia,ganjar,ragu buat mantap alih dukung ganjar mahfud pilih,Do not hesitate to be steady instead of supporting Ganjar Mahfud's choice,0.5739,Positif
Sun Feb 04 23:55:32 +0000 2024,,ganjar,ganjar mahfud ide solutif,reward Mahfud with a solution idea,0.7184,Positif
Sun Feb 04 23:55:29 +0000 2024,,ganjar,dukung ganjar mahfudd,support Ganjar Mahfudd,0.4019,Positif
Sun Feb 04 23:55:24 +0000 2024,location,ganjar,jaket keren paslon yai tim ngehandle outfit ganjar mahfud,"Paslon's cool jacket, the team handling Ganjar Mahfud's outfit",0.3182,Positif
Sun Feb 04 23:55:16 +0000 2024,nan's gf,ganjar,gawat rebut ganjar,it's hard to get rewarded,0.4215,Positif
Sun Feb 04 23:55:15 +0000 2024,,ganjar,insya allah no ganjar mahfud,"God willing, no reward Mahfud",-0.2259,Negatif
Sun Feb 04 23:55:09 +0000 2024,,ganjar,sesuai duga baris sakit hati abis closing statement pa ganjar ngutip statement jokowi,"As expected, the hurt line ended with Pak Gangar's closing statement quoting Jokowi's statement",-0.5267,Negatif
Sun Feb 04 23:55:09 +0000 2024,indonesia,ganjar,sederhana ganjar atikoh inspirasi pimpin hati rakyat,"simply reward Atikoh, inspire and lead the hearts of the people",0.9136,Positif
Sun Feb 04 23:55:08 +0000 2024,Makasar,ganjar,hhaa tim buzzerrp ama kerah nyebokin prabowo plonga plongo debat bowo bilang tuju tuju tuju ganjar mantab ganjar mahfud ri,hhaa buzzerrp team or collar punching prabowo plonga plongo debate bowo say go go go go ganjar great ganjar mahfud ri,0.6249,Positif
Sun Feb 04 23:55:06 +0000 2024,Padang,ganjar,perintah picu harap bidang sejahtera ganjar pranowo bukti ganjarmahfud ganjarpresidenrakyat coblos,Trigger order hopes for prosperous sector Ganjar Pranowo Proof of Gangarmahfud Ganjarpresident of the people to vote,0.7096,Positif
Sun Feb 04 23:55:06 +0000 2024,trululu,ganjar,jaket ganjar pas debat lucyuu bgt woy emg bener hrs kasih best costume paslon,"The prize jacket during the debate was really funny, wow, you really have to give the candidate pair the best costume",0.941,Positif
Sun Feb 04 23:55:01 +0000 2024,,ganjar,lh sosok calon presiden ganjar makan,The figure of a presidential candidate rewards eating,0.4767,Positif
Sun Feb 04 23:55:00 +0000 2024,,ganjar,harun mas hadir detik terakir coblos peluk ganjar megawati,"Harun Mashadir, at the last second to vote, hugged Ganjar Megawati",0.4019,Positif
Sun Feb 04 23:54:58 +0000 2024,bandung,ganjar,ganjar mahfud,replied Mahfud,0.0,Netral
Sun Feb 04 23:54:58 +0000 2024,,ganjar,ganjar monmaap nakes mksdnya mne dlam layan hrus dokter awat bidan sma lab klo cma nakes gak jalan kcuali isi dlam nakes uda mncakup dokter prwat bdan lab msuk akal aja klo nakes doang monmap tepar jga,"reward monmaap for health workers, which means that if you are serving, you have to have a doctor to attend to a midwife and a lab, if you're just a health worker, it doesn't work unless the contents of the health worker already include a midwife, body doctor and lab, it doesn't make sense if you're just a health worker, the monmap is also flat.",0.5719,Positif
Sun Feb 04 23:54:57 +0000 2024,,ganjar,solid abm topgan kngs ganjarmahfud beda pilih menang ganjarmahfud wajib,solid ABM Topgan KNGs Gangarmahfud Different choose to win Gangarmahfud mandatory,0.6908,Positif
Sun Feb 04 23:54:56 +0000 2024,JIN's heart~,ganjar,ganjar bagus pdi oposisi,good reward for the opposition,0.765,Positif
Sun Feb 04 23:54:55 +0000 2024,Jakarta Capital Region,ganjar,ganjar kutip pesan jokowi pilih pimpin diktator langgar ham korupsi,Ganjar quoted Jokowi's message to choose to lead a dictator to break human rights and corruption,0.0,Netral
Sun Feb 04 23:54:49 +0000 2024,,ganjar,debat keren ganjar pkoknya semangat,Cool debates are rewarding in essence,0.6908,Positif
Sun Feb 04 23:54:47 +0000 2024,"Arvis, Karlsbar",ganjar,ganjar is me,ganjar is me,0.0,Netral
Sun Feb 04 23:54:38 +0000 2024,,ganjar,ganjar gak,reward or not,0.5719,Positif
Sun Feb 04 23:54:35 +0000 2024,,ganjar,keren pokok ganjar mahfud,"Cool, Ganjar Mahfud",0.3182,Positif
Sun Feb 04 23:54:19 +0000 2024,"Bandung, Jawa Barat",ganjar,ganjar presiden era pimpin humanis peduli butuh sejahtera rakyat dukung,reward the president in an era of humanist leadership that cares about the need for people's prosperity and support,0.8555,Positif
Sun Feb 04 23:54:17 +0000 2024,,ganjar,sehat sehat mari ganjar indonesia,"healthy and healthy, let's reward Indonesia",0.8442,Positif
Sun Feb 04 23:54:08 +0000 2024,,ganjar,teman mayoritas gara debat anis ganjar nilai nato gak milih suka bu mega,"The majority of friends because of the debate, Anis rewarded Nato's score and didn't choose to like Bu Mega",0.6358,Positif
Sun Feb 04 23:53:51 +0000 2024,Kotamobagu,ganjar,sukses ganjar program desa puskesmas langkah masyarakat sehat ganjar sejahtera ganjarmahfud ganjarpresidenrakyat coblos,success reward village program community health center steps healthy community reward prosperity Gangarmahfud GanjarpresidentThe people vote,0.93,Positif
Mon Feb 05 23:59:50 +0000 2024,Solok,ganjar,pusat ksehatan masyarakat dsa prestasi ganjar mahfud cipta indonesia sehat ganjar pranowo bukti sejahtera ganjarmahfud ganjarpresidenrakyat coblos,village community health center achievement Ganjar Mahfud Cipta Indonesia Healthy Gangar Pranowo Prosperous Evidence Gangarmahfud GanjarPresidentpeople vote,0.7003,Positif
Mon Feb 05 23:59:48 +0000 2024,,ganjar,jamin pa ganjar klo pilih potensi ulang,Guarantee that you will be rewarded if you choose re-potency,0.6369,Positif
Mon Feb 05 23:59:41 +0000 2024,,ganjar,udah gak ragu mantep pilih ganjar mahfud,I have no doubts about choosing to reward Mahfud,0.6796,Positif
Mon Feb 05 23:59:41 +0000 2024,Batam,ganjar,ganjar pkerja migran akses didik layak ganjar pranowo rakyat buat rakyat ganjarmahfud ganjarpresidenrakyat coblos,"reward migrant workers, access to decent education, reward pranowo rakyat for the people, reward Mahfud, reward the president of the people of Coblos",0.9413,Positif
Mon Feb 05 23:59:33 +0000 2024,"Indramayu, Indonesia",ganjar,syukur ganjar menang telak debat kemaren the best,"Thank God, Ganjar won a landslide victory in yesterday's best debate",0.91,Positif
Mon Feb 05 23:59:25 +0000 2024,Balikpapan,ganjar,ganjar mahfud bawa semangat inklusivitas perempuan harga pandang bulu sejahtera lipat ganda indonesia makmur sentosa ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Mahfud brings the spirit of women's inclusivity, price, perspective, prosperity, double, Indonesia, prosperity, sentosa, Ganjarmahfud, Ganjarpresidency, the people vote",0.1779,Positif
Mon Feb 05 23:59:20 +0000 2024,,ganjar,ayo raih menang ganjar mahfud,"Come on, win Mahfud's reward",0.8176,Positif
Mon Feb 05 23:59:20 +0000 2024,,ganjar,indonesia emas brsma ganjar mahfud,Indonesia Gold BRSMA Ganjar Mahfud,0.0,Netral
Mon Feb 05 23:59:09 +0000 2024,"Sabang, Indonesia",ganjar,pidato ayah ganjar gbk cermin pimpin tangguh dedikasi penting rakyat ganjar pranowo bukti ganjarmahfud ganjarpresidenrakyat coblos,"father's speech, Ganjar GBK, mirror of tough leadership, important dedication of the people, Ganjar Pranowo, evidence of Ganjarmahfud, Ganjarpresident, the people vote",0.0772,Positif
Mon Feb 05 23:59:08 +0000 2024,,ganjar,menang ganjar mahfud,wins and rewards Mahfud,0.7783,Positif
Mon Feb 05 23:59:05 +0000 2024,Istana Presiden,ganjar,ganjar pranowo mahfud md rakyat ganjar presiden rakyat yakinpilihganjar ganjarmahfud,reward Pranowo Mahfud MD. The people reward the president. The people are sure to choose Ganjar Ganjarmahfud,0.8658,Positif
Mon Feb 05 23:58:49 +0000 2024,,ganjar,mantap ganjar,solid reward,0.6486,Positif
Mon Feb 05 23:58:30 +0000 2024,,ganjar,semkain dukung ganjar mahfud,increasingly support Mahfud's reward,0.7506,Positif
Mon Feb 05 23:58:19 +0000 2024,,ganjar,ganjar mahfud pilih baik,reward Mahfud for choosing good,0.765,Positif
Mon Feb 05 23:58:18 +0000 2024,Tomohon,ganjar,ganjar mahfud pilih cerdas pimpin program sehat beneran nyentuh ganjar pranowo bukti ganjarmahfud ganjarpresidenrakyat coblos,Ganjar Mahfud Vote Smartly Lead Healthy Program Really Touch Gangar Pranowo Proof of Gangarmahfud GanjarPresidentThe People Vote,0.6369,Positif
Mon Feb 05 23:58:15 +0000 2024,Sawahlunto,ganjar,ganjar pranowo program dsa pusksmas geser paradigma ksehatan peluang dsa pusat ksehatan tangguh ganjar pranowo rakyat buat ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Pranowo, DSA community health center program shifts health paradigm, Opportunities for DSA tough health center, Ganjar Pranowo, the people for Ganjarmahfud, GanjarPresident, the people to vote",0.2732,Positif
Mon Feb 05 23:58:12 +0000 2024,,ganjar,suka main,like to play,0.5994,Positif
Mon Feb 05 23:58:11 +0000 2024,Palangka Raya,ganjar,ganjar pranowo bijak inklusif buka pintu peluang keluarga miskin sarjana tonggak cerah gelap ganda sejahtera raih makmur lanjut ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Pranowo, wise, inclusive, opens the door to opportunities for poor families, graduates, milestones, bright, dark, double, prosperous, achieve further prosperity, Ganjarmahfud, Ganjarpresident, the people vote",0.8225,Positif
Mon Feb 05 23:58:06 +0000 2024,,ganjar,smngtt sukses ganjar,the spirit of success is rewarded,0.8225,Positif
Mon Feb 05 23:58:05 +0000 2024,"Indramayu, Indonesia",ganjar,maju ganjar mahfud sampe kendoe gass,Go ahead and reward Mahfud until Kendoe gass,0.5719,Positif
Mon Feb 05 23:57:59 +0000 2024,,ganjar,semangat menang ganjar mahfud,the spirit of victory rewarded Mahfud,0.5994,Positif
Mon Feb 05 23:57:45 +0000 2024,,ganjar,beli percaya kalik kutip nyata ganjar pas debat jejak digital bohong,"Buy, believe, quote real, reward when debating fake digital footprints",0.1531,Positif
Mon Feb 05 23:57:45 +0000 2024,,ganjar,wonogiri sukses ganjar mahfud tetappuan mbakpuan puanmaharani,Wonogiri succeeded in rewarding Mahfud and still Ms. Puan Puan Maharani,0.7351,Positif
Mon Feb 05 23:57:38 +0000 2024,Balikpapan,ganjar,program ganjar mahfud lestari budaya keren banget bantu alat musik desa desa kreatif banget sejahtera indonesia hebat ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Mahfud's cultural preservation program is really cool, helps musical instruments, villages, really prosperous creative villages, Indonesia is great, Gangarmahfud, GanjarPresident, the people vote",0.9446,Positif
Mon Feb 05 23:57:21 +0000 2024,,ganjar,salah menang ganjar karna milu udah nyoblos duluan,Won't win because Milu already voted first,-0.4717,Negatif
Mon Feb 05 23:57:20 +0000 2024,Jakarta Capital Region,ganjar,semangat pilih ganjar pranowo,Be enthusiastic about voting for Pranowo's reward,0.7845,Positif
Mon Feb 05 23:56:45 +0000 2024,Payakumbuh,ganjar,dsa pusksmas ganjar pranowo cipta model layan ksehatan adaptif responsif butuh sejahtera indonesia jaya ganjarmahfud ganjarpresidenrakyat coblos,"DSA Pusksmas Ganjar Pranowo creates an adaptive responsive health service model that needs prosperity, Indonesia Jaya Ganjarmahfud GanjarPresident, the people vote",0.5574,Positif
Mon Feb 05 23:56:43 +0000 2024,bandung,ganjar,kompak wonogiri dukung penuh pasang hebat ganjar mahfud tetappuan mbakpuan puanmaharani,Wonogiri Compact fully supports the great pair Ganjar Mahfud and Mbakpuan Puanmaharani,0.7996,Positif
Mon Feb 05 23:54:07 +0000 2024,Indonesia,ganjar,moga den tuju klo ganjar mahfud menang putar menang putar moga menang menang menang,"I hope that if you reward Mahfud, you will win, spin, win, hopefully you will win, win",0.9764,Positif
Mon Feb 05 23:54:01 +0000 2024,,ganjar,temen mana rocky gerung pilih capresnnya subjektif kata bilang bangsat kutip jokowi pakai ganjar luhut pilih militer pecat bilang rocky gerung anjing,"friend, where does Rocky Gerung choose the presidential candidate and subjective words say bastard, quote Jokowi, use reward, Luhut, vote for the military, fire him, say Rocky Gerung is a dog",0.25,Positif
Mon Feb 05 23:54:00 +0000 2024,,ganjar,bangga banget gagas baik ganjar the best pokok,Very proud of good ideas to reward the best,0.9377,Positif
Mon Feb 05 23:53:52 +0000 2024,Bitung,ganjar,ganjar mahfud bawa ubah positif tknologi informasi bener bener keren ganjar sejahtera ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Mahfud brings positive change, information technology is really cool, Gangar Prosperous, Gangarmahfud, GanjarPresident, the people vote",0.861,Positif
Mon Feb 05 23:53:43 +0000 2024,,ganjar,masyarakat sadar ganjar mahfud bawa ubah negeri,People are aware that Mahfud's reward will change the country,0.5719,Positif
Mon Feb 05 23:53:42 +0000 2024,Pariaman,ganjar,bijak revolusioner ganjar pranowo meta butuh ksehatan dsa bawa dampak positif masyarakat sejahtera kali lipat indonesia hebat ganjarmahfud ganjarpresidenrakyat coblos,"revolutionary wisdom, Ganjar Pranowo, meta needs health, and brings positive impacts to a prosperous society, Indonesia is great, Ganjarmahfud, GanjarPresident, the people vote",0.9349,Positif
Mon Feb 05 23:53:28 +0000 2024,Banjarbaru,ganjar,kontrak sniman awas cegah langgar hak ganjar pranowo hak baik ganjarmahfud ganjarpresidenrakyat coblos,"sniman's contract is wary of preventing violations of Ganjar Pranowo's rights, Ganjarmahfud's good rights, Ganjarpresident, the people, vote",-0.1531,Negatif
Mon Feb 05 23:53:26 +0000 2024,Banjarbaru,ganjar,ganjar pranowo bangun jembatan didik tinggi keluarga miskin kejar cita cita ubah hidup sejahtera indonesia hebat ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Pranowo builds a bridge to high education, poor families pursue their dreams of changing prosperous lives, Indonesia is great, Gangarmahfud, Ganjarpresident, the people vote",0.7783,Positif
Mon Feb 05 23:53:25 +0000 2024,,ganjar,ganjar modal jual takut ham hum ham hum doang ujung nyungsep duluan,Rewarding selling capital is afraid of ham hum ham hum but only ends up sneaking in first,0.296,Positif
Mon Feb 05 23:53:15 +0000 2024,Indonesia,ganjar,program ganjar mahfud bawa ubah positif,Mahfud reward program brings positive change,0.8074,Positif
Mon Feb 05 23:53:15 +0000 2024,,ganjar,masyarakat indonesia dukung sosok pimpin ikhlas layan masyarakat ganjar mahfud,"Indonesian people support a leader who sincerely serves the community, Ganjar Mahfud",0.7003,Positif
Mon Feb 05 23:53:02 +0000 2024,,ganjar,program gagas ganjar keren realistis,Realistic cool reward idea program,0.7184,Positif
Mon Feb 05 23:52:59 +0000 2024,"Pangkalpinang, Indonesia",ganjar,mahfud tokoh hukum muka legitimasi kuat pasang ganjar mahfud sejahtera indonesia jaya ganjarmahfud ganjarpresidenrakyat coblos,"Mahfud, legal figure, face of strong legitimacy, imposes a reward, Mahfud Sejahtera Indonesia Jaya, Ganjarmahfud, Ganjarpresident, the people vote",0.7964,Positif
Mon Feb 05 23:52:31 +0000 2024,,ganjar,masyarakat indonesia sadar dukung ganjar mahfud,Indonesian people are aware of supporting Ganjar Mahfud,0.4404,Positif
Mon Feb 05 23:52:07 +0000 2024,,ganjar,ganjar bansos dipolitisasai hak rakyat topgansatst gan,"Social assistance rewards are being politicized by people's rights, bro",0.4767,Positif
Mon Feb 05 23:52:02 +0000 2024,Padang,ganjar,program dsa pusksmas ganjar mahfud landas kuat revolusi ksehatan inklusif ganda sejahtera raih makmur lanjut ganjarmahfud ganjarpresidenrakyat coblos,DSA Community Health Center program Ganjar Mahfud strong foundation of double inclusive health revolution prosperous achieve further prosperity Ganjarmahfud GanjarpresidentThe people vote,0.7506,Positif
Mon Feb 05 23:51:46 +0000 2024,,ganjar,ganjar kuasa materi timbang keren emang calon presiden,Reward the power of material to consider how cool the presidential candidate is,0.7184,Positif
Mon Feb 05 23:50:06 +0000 2024,,ganjar,sadar pakde ganjar utama penting masyarakat banding penting,Pakde is aware that the main reward is important for society and the appeal is important,0.743,Positif
Mon Feb 05 23:50:05 +0000 2024,,ganjar,closing statement ganjar pilih pimpin tegak lurus jokowi debat capres,closing statement reward elect to lead upright Jokowi presidential candidate debate,0.5719,Positif
Mon Feb 05 23:50:00 +0000 2024,Jakarta Capital Region,ganjar,dorong program keluarga sarjana ganjar sosok relatable anak muda ganjarmahfud ganjarpranowo gerakcepat mahfudmd indonesiaunggul indonesialebihbaik ganjarmahfud ganjarmahfudmnang,encourage family programs for graduates Ganjar relatable figures for young people Gangarmahfud Gangarpranowo move fast Mahfudmd Indonesia Superior Indonesia is better Gangarmahfud Gangarmahfudmnang,0.8658,Positif
Mon Feb 05 23:50:00 +0000 2024,Indonesia,ganjar,duet anies amp ganjar debat capres bak syair lagu rhoma irama,The Anies & Duet amplifies the presidential candidate debate like a poem from a Rhoma Cadence song,0.3612,Positif
Mon Feb 05 23:49:55 +0000 2024,Palu,ganjar,ganjar mahfud pasang visi generasi terus jamin stunting ganjar pranowo hak baik ganjarmahfud ganjarpresidenrakyat coblos,"Ganjar Mahfud sets a generational vision to continue to guarantee stunting, Ganjar Pranowo, good rights, Ganjarmahfud, Ganjarpresident, the people vote",0.7096,Positif
